Address,District,Beds,Baths,Longitudes,Latitudes,Price,Size,Website,Distance,Type
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,1200,1400,https://wheeling.craigslist.org/apa/d/shadyside-og-workers-br-available-ill/7019164331.html,88.74261665,House
405 Clinton Ave.,Shadyside,2,1.5,-80.733938,39.920681,1100,1400,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-br/7019140362.html,88.79191527,House
1807 Center St.,Shadyside,1,1,-80.733582,39.925452,1000,1200,https://wheeling.craigslist.org/apa/d/shadyside-1-bedroom-fully-furn-with/7019135919.html,88.74261665,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,300,1200,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-br/7018504059.html,88.74261665,House
301 W 41st St near Adams,Shadyside,3,1.5,-80.818863,39.944413,1050,1100,https://wheeling.craigslist.org/apa/d/shadyside-home-for-rent/7017478117.html,98.17551477,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,275,1200,https://wheeling.craigslist.org/apa/d/shadyside-br-all-inclusive-in/7016680878.html,88.74261665,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,1200,1200,https://wheeling.craigslist.org/apa/d/shadyside-2-bedroom-sleeps-3-fully/7015351605.html,88.74261665,House
405 Clinton Ave.,Shadyside,4,1,-80.733938,39.920681,1600,1500,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-4-br/7015339587.html,88.79191527,House
405 Clinton Ave.,Shadyside,3,1.5,-80.733938,39.920681,1200,1400,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-br/7014618209.html,88.79191527,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,1200,1400,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-2-3/7014078457.html,88.74261665,House
405 Clinton Ave.,Shadyside,4,1,-80.733938,39.920681,1400,1400,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-4-br/7013975067.html,88.79191527,House
405 Clinton Ave.,Shadyside,3,1.5,-80.733938,39.920681,1200,1600,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-br/7013202667.html,88.79191527,House
405 Clinton Ave.,Shadyside,4,1,-80.733938,39.920681,1400,1500,https://wheeling.craigslist.org/apa/d/shadyside-att-construction-workers-4-br/7012805539.html,88.79191527,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,1200,1400,https://wheeling.craigslist.org/apa/d/shadyside-2-bedroom-sleeps-3-fully/7011985635.html,88.74261665,House
203 7th Street,Shadyside,4,2,-80.750836,39.918035,1600,1600,https://wheeling.craigslist.org/apa/d/shadyside-4-bedroom-2-bath-fully/7011292012.html,90.67196566,House
1807 Center St.,Shadyside,2,1.5,-80.733582,39.925452,1200,1200,https://wheeling.craigslist.org/apa/d/shadyside-2-and-3-br-all-inclusive/7010046460.html,88.74261665,House
203 7th Street,Shadyside,4,4,-80.750836,39.918035,1800,1600,https://wheeling.craigslist.org/apa/d/shadyside-4-bedroom-2-bath-fully/7007221721.html,90.67196566,House
1316 Center St.,Shadyside,2,1.5,-80.737341,39.924366,800,1200,https://wheeling.craigslist.org/apa/d/shadyside-2-and-3-br-all-inclusive/7006684079.html,89.16186384,House
1316 Center St.,Shadyside,2,1.5,-80.737341,39.924366,1200,1200,https://wheeling.craigslist.org/apa/d/shadyside-2-3-and-4-br-all-inclusive/7004202136.html,89.16186384,House
41st Street near Adams,Shadyside,2,1.5,-80.774746,39.953327,1250,1100,https://wheeling.craigslist.org/apa/d/shadyside-furnished-2bedroom-home/7003335736.html,93.25821328,House
2010 5th Ave #2 near Jumonville St.,Shadyside,2,2,-79.976746,40.438047,2025,1400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-modern-2-br-2ba-condo-in/7015679225.html,3.702484341,Condo
5827 Pierce Street near Tay Way,Shadyside,2,2,-79.930563,40.457372,2195,1800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-updated-2-bed-2-bath/7017846085.html,1.481379353,Townhomes
1041 mirror street,Shadyside,3,2,-79.929009,40.425928,1600,1450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-ready-3b2b-townhouse/7013810702.html,1.664124349,Townhomes
Bellefonte near Kentucky,Shadyside,5,2,-79.933291,40.450062,3500,2200,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-min-walk-to-walnut-high/7020725668.html,1.158634626,Townhomes
561 S Negley Ave,Shadyside,2,2,-79.933305,40.455988,970,186,https://pittsburgh.craigslist.org/sub/d/pittsburgh-master-bedroom-with-private/7006549318.html,1.175890202,Townhomes
732 S Millvale,North Oakland,3,1,-79.947607,40.455807,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7032157054.html,0.50956083,Apartment
732 S Millvale,North Oakland,3,1,-79.947607,40.455807,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7026821287.html,0.50956083,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7026822140.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7027379797.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7031354085.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7031351024.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7030891794.html,1.295323199,Apartment
5106 Baum Blvd,North Oakland,2,1,-79.9448,40.4642,999,650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7028151963.html,0.42902262,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7020451265.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7030119995.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1699,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7020176705.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7027639146.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7022966775.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1699,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7020453737.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7022286605.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7024320978.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.947607,40.455807,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7026754273.html,0.50956083,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7026756068.html,1.549724297,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7020739072.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1699,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7020734689.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.947607,40.455807,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7027649169.html,0.50956083,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7023218483.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7020737654.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.947607,40.455807,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7027611238.html,0.50956083,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1345,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7027531727.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-may-1st-oakland-5/7020052022.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1699,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7022296924.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7020079462.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7024322631.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-august-1st-oakland/7024301415.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1699,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7024297944.html,1.295323199,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7032190876.html,0.529483735,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7032158034.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-august-1st-oakland/7023254062.html,1.295323199,Apartment
300 N. Dithridge Street near Centre Avenue,North Oakland,2,1,-79.954022,40.451764,1425,950,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-included-ac-close-to/7028619676.html,1.175352427,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7031945519.html,1.549724297,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7031564520.html,1.549724297,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7031565101.html,1.295323199,Apartment
300 N. Dithridge Street near Centre Avenue,North Oakland,2,1,-79.954033,40.451772,1425,950,https://pittsburgh.craigslist.org/apa/d/pittsburgh-near-campus-available/7024561260.html,1.176590398,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1795,1048,https://pittsburgh.craigslist.org/apa/d/pittsburgh-17952br-2ba526-penn-avelive/7027568739.html,6.506975489,Apartment
732 S. Millvale Ave. near Morewood Ave.,North Oakland,3,1,-79.947607,40.455807,1660,990,https://pittsburgh.craigslist.org/apa/d/pittsburgh-8-1-close-to-cmu-1-mile-to/7031260516.html,0.50956083,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7030962061.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7030951514.html,1.549724297,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7030892918.html,1.549724297,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7030797444.html,0.529483735,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014518,40.475054,780,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-new-kitchen-bathroom/7015346736.html,7.942697861,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7020825813.html,1.295323199,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014466,40.475067,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-deck-hike-bike-jog/7027354904.html,7.936928873,Apartment
N. Craig St. near Center Ave.,North Oakland,2,1,-79.952402,40.452662,1250,750,https://pittsburgh.craigslist.org/apa/d/pittsburgh-furnished-2br-free-month-low/7018546122.html,0.999627478,Apartment
N. Dithridge St. near Bayard St.,North Oakland,1,1,-79.952617,40.449984,675,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-furnished-locking-bedroom/7018546360.html,1.015229862,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-walk-to-pitt/7020052601.html,1.549724297,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7030593356.html,0.529483735,Apartment
300 N. Dithridge Street near Centre Avenue,North Oakland,2,1,-79.954022,40.451764,1425,950,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-included-ac-close-to/7023636349.html,1.175352427,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7029153610.html,0.529483735,Apartment
Evergreen near Babcock,North Oakland,1,1,-79.976349,40.49644,700,600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-duplex-apartment-first-floor/7028963815.html,3.800298303,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7020168473.html,1.549724297,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7028063259.html,0.529483735,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7027976489.html,0.529483735,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7020053569.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.9552,40.444,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-aug-19-close-to-pitt/7020734191.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7020740427.html,1.549724297,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7027465767.html,0.529483735,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-walk-to-pitt/7024302488.html,1.549724297,Apartment
3510 Louisa St,North Oakland,1,1,-79.957455,40.438625,1035,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-jan-1st-close-to-pitt/7027380160.html,1.549724297,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7026844722.html,0.529483735,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7026837704.html,0.529483735,Apartment
222 Melwood,North Oakland,5,3,-79.949921,40.45074,3499,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-massive-hardwood-5-br-aug/7013226090.html,0.72055032,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7020452885.html,1.295323199,Apartment
3510 Louisa St,North Oakland,1,1,-79.9552,40.444,1060,410,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-aug-19-close-to-pitt/7024296697.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-close-to-pitt-cmu-dw-ac/7020169873.html,1.295323199,Apartment
732 S Millvale,North Oakland,3,1,-79.9552,40.444,1660,1120,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7023265610.html,1.295323199,Apartment
S Millvale Ave near Baum Blvd,North Oakland,3,1,-79.94781,40.455797,1660,1150,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-cmu-walk-to-class-dw/7023028456.html,0.529483735,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014483,40.475054,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-deck-hike-bike-jog/7005214341.html,7.938801662,Apartment
N Neville St near Centre Ave,North Oakland,1,1,-79.9552,40.444,650,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-cute-1bed-1bath-apartment/7018461182.html,1.295323199,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014518,40.47508,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-deck-hike-bike-jog/7017290743.html,7.942737133,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014501,40.475041,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amidst-287-acre-park-private/7012887701.html,7.940785791,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014483,40.475041,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-590private-deck-hike-bike/7011972876.html,7.938782028,Apartment
526 PENN AVE,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2balive-downtown/6992436675.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1048,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2balive-downtown/6992436708.html,6.506975489,Apartment
526 penn ave,North Oakland,1,1,-80.001875,40.442969,1300,777,https://pittsburgh.craigslist.org/apa/d/pittsburgh-13007th-floor1-br-1-ba-live/6992442620.html,6.506975489,Apartment
526 PENN AVE,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-top-floor2br-2ba526-penn/6992033672.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2balive-downtown/6992434648.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2ba526-penn-avelive/6992440463.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1300,777,https://pittsburgh.craigslist.org/apa/d/pittsburgh-br-1-balive-downtown-next-to/6992452863.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1795,1048,https://pittsburgh.craigslist.org/apa/d/pittsburgh-17952br-2ba2nd-floorlive/6992453487.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2ba9th-floorlive/6992440150.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1048,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2ba8th-floorlive/6992446546.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14952br-2ba8th-floorlive/6992442587.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14958th-floor2-br-2-ba-live/6992444141.html,6.506975489,Apartment
526 penn ave,North Oakland,2,2,-80.001875,40.442969,1495,1035,https://pittsburgh.craigslist.org/apa/d/pittsburgh-14954th-floor2-br-2-ba-live/6992454612.html,6.506975489,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014483,40.475041,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amidst-287-acre-park-private/7007383182.html,7.938782028,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014501,40.475015,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-deck-facing-287-acre/6986847629.html,7.940746558,Apartment
Marshall Road near Marshall Ave,North Oakland,1,1,-80.014501,40.475015,715,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amidst-287-acre-park-private/7003283866.html,7.940746558,Apartment
348 Melwood Ave,North Oakland,7,2.5,-79.951312,40.453319,2495,2500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-furnished-7br-25b-house-ac/7005911160.html,0.882990857,House
1120 Shirls Street near Shreve Street,North Oakland,2,1,-79.99518,40.47107,700,1080,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spring-hill-bungalow/7032279033.html,5.784686203,House
Vine Street near High Street,North Oakland,3,1,-79.947074,40.497668,1098,2000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-nice-good-size-3br-single/7018808511.html,1.128830227,House
1502 Kenberma near Cape May,North Oakland,5,2.5,-80.021773,40.411159,1695,2300,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-home-should-be-on-hgtv/7024145833.html,8.751086865,House
Near I 279 near RT 19 North,North Oakland,3,1,-80.014,40.4865,1400,1800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-3-or-4-bedroom/6995049196.html,7.905555293,House
2010 5th Ave #2 near Jumonville St.,North Oakland,2,2,-79.976746,40.438047,2025,1400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-modern-2-br-2ba-condo-in/7015679225.html,3.702484341,Condo
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92131,40.41487,1716,768,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92131,40.41487,1707,768,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92131,40.41487,1707,768,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,2,2,-79.92131,40.41487,2206,1258,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,2,2,-79.92131,40.41487,2176,1258,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,2,2,-79.92131,40.41487,2236,1258,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92131,40.41487,1718,768,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92131,40.41487,1718,768,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"The Gateway at Summerset, 1876 Parkview Blvd, Pittsburgh, PA 15217",Squirrel Hill,2,2,-79.92131,40.41487,2186,1258,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/,2.550028244,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.90927,40.42675,1635,1020,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.90927,40.42675,1782.5,1020,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.90927,40.42675,1995,1020,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.90927,40.42675,1472.5,775,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.90927,40.42675,1472.5,775,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.90927,40.42675,1665,1050,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
"Walnut Towers at Frick Park, 7070 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.90927,40.42675,1640,1050,https://www.apartments.com/walnut-towers-at-frick-park-pittsburgh-pa/vbe85ne/,3.846878012,apartments
